CustomerID,TotalOrders,TotalRevenue,LastPurchaseDate,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
15723,4,930.7,2010-12-10 11:12:00,364,2,3,3,233,Others
15724,3,310.85,2011-05-22 14:40:00,200,2,3,2,232,Others
15725,1,415.25,2011-11-24 14:51:00,14,5,1,2,512,Potential Loyalists
15726,1,321.91,2010-11-14 16:12:00,389,2,1,2,212,Others
15727,15,9371.71,2011-11-23 12:36:00,16,5,5,5,555,Champions
15728,2,544.6,2010-11-25 10:39:00,379,2,2,2,222,Others
15729,3,192.55,2011-05-11 12:36:00,212,2,3,1,231,Others
15730,5,1726.58,2011-10-05 12:31:00,65,3,4,4,344,Loyal Customers
15731,1,125.3,2010-06-04 10:10:00,553,1,1,1,111,Others
15732,10,1543.97,2011-05-11 14:24:00,211,2,5,4,254,At Risk
15733,1,162.3,2011-03-02 09:05:00,282,2,1,1,211,Others
15734,4,2263.3,2011-08-17 10:50:00,114,3,3,4,334,Loyal Customers
15735,1,327.68,2010-10-14 13:38:00,420,1,1,2,112,Others
15736,2,1767.12,2010-09-30 14:20:00,434,1,2,4,124,At Risk
15737,8,1188.1200000000001,2011-11-25 11:21:00,14,5,4,3,543,Loyal Customers
15738,41,13043.32,2011-11-21 08:26:00,18,5,5,5,555,Champions
15739,1,449.12,2011-10-04 13:42:00,65,3,1,2,312,Others
15740,1,154.88,2011-10-21 14:29:00,48,4,1,1,411,Potential Loyalists
15741,2,208.62,2010-09-07 16:21:00,457,1,2,1,121,Others
15742,1,156.87,2010-03-30 15:25:00,618,1,1,1,111,Others
15743,4,775.96,2011-11-23 17:19:00,15,5,3,3,533,Loyal Customers
15744,1,34.8,2011-09-23 09:52:00,77,3,1,1,311,Others
15745,4,1094.59,2011-11-20 13:45:00,18,5,3,3,533,Loyal Customers
15746,1,196.88,2011-07-28 15:21:00,133,3,1,1,311,Others
15747,9,2499.81,2011-11-27 12:26:00,12,5,5,4,554,Champions
15748,3,609.8100000000001,2011-10-30 12:51:00,39,4,3,3,433,Loyal Customers
15749,3,44534.3,2011-04-18 13:20:00,234,2,3,5,235,At Risk
15750,18,6452.991,2011-12-07 12:34:00,2,5,5,5,555,Champions
15751,11,1380.44,2010-09-05 12:44:00,460,1,5,4,154,At Risk
15752,9,3924.91,2011-10-31 11:37:00,39,4,5,5,455,Champions
15753,1,79.2,2011-02-08 12:41:00,304,2,1,1,211,Others
15754,9,3037.61,2011-10-19 14:40:00,50,4,5,5,455,Champions
15755,17,5993.12,2011-11-29 14:57:00,9,5,5,5,555,Champions
15756,4,528.01,2011-10-09 13:30:00,60,3,3,2,332,Others
15757,6,2940.36,2011-10-05 12:14:00,65,3,4,5,345,Loyal Customers
15758,1,205.25,2011-11-15 10:48:00,24,4,1,1,411,Potential Loyalists
15759,7,830.9300000000001,2011-05-05 15:13:00,217,2,4,3,243,Others
15760,2,13916.34,2010-03-19 11:45:00,630,1,2,5,125,At Risk
15761,1,143.05,2010-09-23 09:33:00,442,1,1,1,111,Others
15762,2,583.75,2011-10-05 16:15:00,64,3,2,2,322,Others
15763,2,1086.92,2011-11-08 09:44:00,31,4,2,3,423,Potential Loyalists
15764,8,4503.08,2011-09-12 17:58:00,87,3,4,5,345,Loyal Customers
15765,1,370.63,2010-02-11 10:25:00,666,1,1,2,112,Others
15766,3,831.06,2011-10-06 17:03:00,63,3,3,3,333,Loyal Customers
15768,34,15308.89,2011-08-16 10:48:00,115,3,5,5,355,Loyal Customers
15769,46,88612.52,2011-12-02 13:52:00,6,5,5,5,555,Champions
15770,1,321.45,2010-04-06 11:47:00,612,1,1,2,112,Others
15771,3,1006.54,2010-04-14 13:56:00,603,1,3,3,133,Others
15772,1,280.88,2010-10-17 13:33:00,417,1,1,1,111,Others
15773,2,774.52,2011-12-04 12:48:00,5,5,2,3,523,Potential Loyalists
15774,6,1288.34,2011-10-02 12:04:00,68,3,4,4,344,Loyal Customers
15775,2,150.5,2011-04-08 12:56:00,244,2,2,1,221,Others
15776,1,241.62,2011-07-29 13:46:00,132,3,1,1,311,Others
15777,7,1762.61,2011-04-12 16:43:00,240,2,4,4,244,At Risk
15778,1,307.95,2010-10-04 15:10:00,430,1,1,2,112,Others
15779,2,124.08000000000001,2010-09-02 16:40:00,462,1,2,1,121,Others
15780,3,475.28000000000003,2011-06-09 12:01:00,183,3,3,2,332,Others
15781,3,345.46,2011-11-14 14:57:00,24,4,3,2,432,Others
15782,4,4014.1,2011-11-30 10:49:00,9,5,3,5,535,Loyal Customers
15783,1,246.3,2011-11-29 09:50:00,10,5,1,1,511,Potential Loyalists
15784,2,848.3299999999999,2010-08-29 10:38:00,467,1,2,3,123,Others
15785,16,5969.93,2011-11-07 11:33:00,32,4,5,5,455,Champions
15786,5,8501.62,2011-10-24 14:13:00,45,4,4,5,445,Champions
15787,3,933.26,2011-11-13 14:55:00,25,4,3,3,433,Loyal Customers
15788,1,221.82999999999998,2010-07-19 12:48:00,508,1,1,1,111,Others
15789,6,1962.01,2010-12-16 14:35:00,357,2,4,4,244,At Risk
15790,1,218.75,2011-11-29 14:53:00,9,5,1,1,511,Potential Loyalists
15791,5,3608.34,2011-10-27 10:14:00,43,4,4,5,445,Champions
15792,2,933.84,2010-11-05 08:21:00,399,2,2,3,223,Others
15793,8,2399.57,2011-11-25 09:31:00,14,5,4,4,544,Champions
15794,2,777.0,2009-12-03 13:04:00,735,1,2,3,123,Others
15795,8,1979.8700000000001,2011-07-13 10:43:00,149,3,4,4,344,Loyal Customers
15796,17,5171.63,2011-12-08 19:55:00,0,5,5,5,555,Champions
15797,6,2821.08,2011-08-18 17:04:00,112,3,4,4,344,Loyal Customers
15798,3,1535.37,2010-08-04 09:13:00,492,1,3,4,134,At Risk
15799,4,1421.34,2011-09-25 12:46:00,75,3,3,4,334,Loyal Customers
15800,7,1227.07,2011-08-24 14:23:00,106,3,4,4,344,Loyal Customers
15801,3,1063.95,2011-10-24 13:52:00,45,4,3,3,433,Loyal Customers
15802,1,451.42,2011-07-20 11:38:00,142,3,1,2,312,Others
15803,4,1929.66,2011-10-19 14:56:00,50,4,3,4,434,Loyal Customers
15804,13,4206.39,2011-12-09 12:31:00,0,5,5,5,555,Champions
15805,30,10148.93,2011-11-16 16:32:00,22,4,5,5,455,Champions
15806,3,784.58,2011-10-24 14:35:00,45,4,3,3,433,Loyal Customers
15807,5,1817.52,2011-10-20 14:10:00,49,4,4,4,444,Champions
15808,21,17180.25,2011-02-06 14:33:00,305,2,5,5,255,At Risk
15809,7,1274.44,2011-11-03 16:40:00,35,4,4,4,444,Champions
15810,8,2999.04,2011-09-22 09:38:00,78,3,4,5,345,Loyal Customers
15811,7,3486.15,2011-11-17 15:31:00,21,4,4,5,445,Champions
15812,12,5201.47,2011-08-24 14:19:00,106,3,5,5,355,Loyal Customers
15813,2,1303.9099999999999,2011-05-16 08:13:00,207,2,2,4,224,At Risk
15814,6,2634.44,2011-11-23 08:17:00,16,5,4,4,544,Champions
15815,5,2100.6,2011-10-07 12:42:00,63,3,4,4,344,Loyal Customers
15816,2,144.14999999999998,2010-06-15 13:36:00,541,1,2,1,121,Others
15817,3,2766.4,2010-10-15 11:07:00,420,1,3,4,134,At Risk
15818,1,340.5,2010-04-30 12:58:00,587,1,1,2,112,Others
15819,10,3934.79,2011-10-21 14:50:00,48,4,5,5,455,Champions
15820,1,206.98,2011-01-24 12:00:00,319,2,1,1,211,Others
15821,2,570.96,2011-10-26 15:48:00,43,4,2,2,422,Potential Loyalists
15822,6,1840.06,2011-12-06 14:50:00,2,5,4,4,544,Champions
15823,3,3882.17,2010-12-02 15:08:00,371,2,3,5,235,At Risk
15824,2,890.94,2010-09-12 13:20:00,452,1,2,3,123,Others
15825,1,532.94,2011-06-20 13:27:00,171,3,1,2,312,Others
15826,4,2598.28,2011-10-14 16:05:00,55,4,3,4,434,Loyal Customers
15827,28,3603.14,2011-09-27 15:35:00,72,3,5,5,355,Loyal Customers
15828,1,1108.82,2010-11-29 16:41:00,374,2,1,3,213,Others
15829,2,636.14,2011-09-01 16:45:00,98,3,2,3,323,Others
15830,1,576.0,2011-11-02 10:40:00,37,4,1,2,412,Potential Loyalists
15831,3,794.64,2011-10-12 13:14:00,57,4,3,3,433,Loyal Customers
15832,1,836.79,2011-03-30 15:29:00,253,2,1,3,213,Others
15833,1,80.4,2009-12-02 11:59:00,737,1,1,1,111,Others
15834,7,3764.39,2011-09-30 14:41:00,69,3,4,5,345,Loyal Customers
15835,4,954.09,2011-10-26 15:47:00,43,4,3,3,433,Loyal Customers
15836,1,137.37,2011-10-20 17:13:00,49,4,1,1,411,Potential Loyalists
15837,2,777.01,2011-10-06 09:01:00,64,3,2,3,323,Others
15838,34,73205.5,2011-11-28 14:00:00,10,5,5,5,555,Champions
15839,3,1048.49,2011-11-06 13:54:00,32,4,3,3,433,Loyal Customers
15840,2,355.56,2011-10-12 09:08:00,58,4,2,2,422,Potential Loyalists
15841,9,2742.41,2011-09-28 12:15:00,72,3,5,4,354,Loyal Customers
15842,2,548.8,2010-11-11 14:08:00,392,2,2,2,222,Others
15843,1,118.95000000000002,2011-02-09 10:19:00,303,2,1,1,211,Others
15844,1,130.73999999999998,2011-10-24 15:19:00,45,4,1,1,411,Potential Loyalists
15845,11,4426.28,2011-11-22 09:42:00,17,5,5,5,555,Champions
15846,1,107.01,2010-11-19 14:40:00,384,2,1,1,211,Others
15847,5,822.57,2011-11-01 14:41:00,37,4,4,3,443,Loyal Customers
15848,1,137.99,2010-03-28 10:54:00,621,1,1,1,111,Others
15850,6,1006.75,2011-11-20 14:14:00,18,5,4,3,543,Loyal Customers
15851,1,109.73,2010-07-01 12:34:00,526,1,1,1,111,Others
15852,3,257.26,2011-06-06 11:22:00,186,3,3,1,331,Others
15853,1,110.8,2011-10-19 10:38:00,51,4,1,1,411,Potential Loyalists
15854,21,5578.28,2011-12-05 13:39:00,3,5,5,5,555,Champions
15855,6,1052.72,2011-07-26 10:20:00,136,3,4,3,343,Loyal Customers
15856,52,32275.95,2011-12-05 17:09:00,3,5,5,5,555,Champions
15857,2,570.48,2011-11-21 12:18:00,18,5,2,2,522,Potential Loyalists
15858,13,3552.41,2011-11-24 12:48:00,15,5,5,5,555,Champions
15859,1,438.46,2010-10-03 12:52:00,431,1,1,2,112,Others
15860,17,2361.3,2011-10-30 11:25:00,40,4,5,4,454,Champions
15861,12,4369.2,2011-11-27 15:59:00,11,5,5,5,555,Champions
15862,13,2512.29,2011-12-01 13:28:00,7,5,5,4,554,Champions
15863,5,355.1,2011-11-14 12:49:00,25,4,4,2,442,Others
15864,7,2180.76,2011-11-17 13:32:00,21,4,4,4,444,Champions
15865,5,2241.42,2011-10-30 12:43:00,40,4,4,4,444,Champions
15866,1,211.89,2011-08-30 14:09:00,100,3,1,1,311,Others
15867,31,8923.3,2011-12-04 13:32:00,4,5,5,5,555,Champions
15868,1,94.53,2010-05-05 14:11:00,582,1,1,1,111,Others
15869,3,321.11,2011-03-07 17:23:00,276,2,3,2,232,Others
15870,4,857.46,2011-11-07 10:58:00,32,4,3,3,433,Loyal Customers
15871,1,33.099999999999994,2010-09-28 14:16:00,436,1,1,1,111,Others
15872,4,729.25,2011-11-25 11:55:00,14,5,3,3,533,Loyal Customers
15873,4,313.91999999999996,2010-07-28 12:41:00,499,1,3,2,132,Others
15874,21,11284.76,2011-10-07 12:31:00,63,3,5,5,355,Loyal Customers
15875,1,108.52,2010-03-03 16:51:00,645,1,1,1,111,Others
15876,2,1449.1399999999999,2010-10-26 18:58:00,408,2,2,4,224,At Risk
15877,2,490.33,2011-12-08 11:53:00,1,5,2,2,522,Potential Loyalists
15878,2,330.77,2010-05-27 12:17:00,561,1,2,2,122,Others
15879,4,1137.8,2010-10-31 16:21:00,403,2,3,3,233,Others
15880,1,329.03000000000003,2010-12-05 13:00:00,368,2,1,2,212,Others
15881,5,501.39000000000004,2011-01-31 16:59:00,311,2,4,2,242,Others
15882,8,1124.66,2011-05-25 11:35:00,198,2,4,3,243,Others
15883,2,396.48,2011-12-07 17:05:00,1,5,2,2,522,Potential Loyalists
15884,2,244.60000000000002,2010-10-03 15:55:00,431,1,2,1,121,Others
15885,15,1951.82,2011-09-08 10:43:00,92,3,5,4,354,Loyal Customers
15886,4,1052.8700000000001,2011-10-10 14:25:00,59,3,3,3,333,Loyal Customers
15887,3,1027.15,2010-10-29 08:36:00,406,2,3,3,233,Others
15888,3,429.16,2011-09-20 12:30:00,80,3,3,2,332,Others
15889,8,1427.6,2011-07-06 11:10:00,156,3,4,4,344,Loyal Customers
15890,5,535.65,2010-11-10 12:46:00,394,2,4,2,242,Others
15891,1,511.68,2011-04-27 12:35:00,226,2,1,2,212,Others
15892,1,128.2,2010-02-08 16:23:00,668,1,1,1,111,Others
15893,1,305.28000000000003,2010-08-15 11:12:00,481,1,1,2,112,Others
15894,2,258.25,2011-03-31 13:50:00,252,2,2,1,221,Others
15895,1,179.17,2011-07-13 10:27:00,149,3,1,1,311,Others
15897,2,208.59,2011-05-29 13:50:00,193,2,2,1,221,Others
15898,25,4996.45,2011-12-08 15:23:00,0,5,5,5,555,Champions
15899,1,56.25,2010-12-06 10:36:00,368,2,1,1,211,Others
15900,4,886.5699999999999,2011-11-16 12:19:00,23,4,3,3,433,Loyal Customers
15901,7,687.72,2011-11-23 12:43:00,16,5,4,3,543,Loyal Customers
15902,1,145.01,2010-11-24 16:57:00,379,2,1,1,211,Others
15903,12,8939.84,2011-11-30 08:08:00,9,5,5,5,555,Champions
15904,1,164.68,2011-12-01 14:50:00,7,5,1,1,511,Potential Loyalists
15905,1,114.69,2010-06-14 16:00:00,542,1,1,1,111,Others
15906,10,2530.19,2011-11-20 12:24:00,19,4,5,4,454,Champions
15907,3,882.72,2011-12-06 12:21:00,3,5,3,3,533,Loyal Customers
15908,2,758.62,2010-08-06 11:56:00,490,1,2,3,123,Others
15909,1,191.94,2011-06-19 10:38:00,173,3,1,1,311,Others
15910,15,2661.17,2011-12-09 10:51:00,0,5,5,4,554,Champions
15911,8,1700.24,2010-03-26 12:06:00,623,1,4,4,144,At Risk
15912,9,1074.7,2011-06-14 14:29:00,177,3,5,3,353,Loyal Customers
15913,1,6.300000000000001,2010-06-23 16:31:00,533,1,1,1,111,Others
15914,2,205.99,2010-11-26 16:10:00,377,2,2,1,221,Others
15915,1,364.45,2010-11-03 11:13:00,401,2,1,2,212,Others
15916,13,3145.2400000000002,2011-11-23 13:46:00,15,5,5,5,555,Champions
15917,5,530.17,2011-04-06 10:40:00,247,2,4,2,242,Others
15918,3,582.88,2011-06-02 11:42:00,190,2,3,2,232,Others
15919,2,525.69,2011-11-20 11:28:00,19,4,2,2,422,Potential Loyalists
15920,9,569.14,2011-07-08 15:31:00,153,3,5,2,352,Others
15921,4,775.26,2011-06-20 11:03:00,172,3,3,3,333,Loyal Customers
15922,1,369.5,2010-12-01 13:51:00,372,2,1,2,212,Others
15923,1,127.08,2010-12-02 12:16:00,372,2,1,1,211,Others
15924,1,102.82,2009-12-08 15:00:00,730,1,1,1,111,Others
15925,1,207.15,2011-05-29 15:35:00,193,2,1,1,211,Others
15926,1,134.44,2010-06-15 15:23:00,541,1,1,1,111,Others
15927,1,106.54,2010-03-02 13:25:00,646,1,1,1,111,Others
15928,1,293.53,2010-02-21 15:16:00,655,1,1,2,112,Others
15929,1,594.0,2010-03-05 14:56:00,643,1,1,2,112,Others
15930,1,426.63,2011-10-03 14:52:00,66,3,1,2,312,Others
15931,1,239.9,2010-10-07 16:46:00,427,1,1,1,111,Others
15932,8,2495.87,2011-12-05 17:13:00,3,5,4,4,544,Champions
15933,3,1107.46,2011-11-18 13:14:00,20,4,3,3,433,Loyal Customers
15934,2,2190.66,2010-10-18 10:13:00,417,1,2,4,124,At Risk
15935,2,416.86,2011-04-14 13:27:00,238,2,2,2,222,Others
15936,2,282.79,2010-11-25 16:39:00,378,2,2,1,221,Others
15937,1,145.35,2011-10-06 15:48:00,63,3,1,1,311,Others
15938,9,734.81,2011-08-19 12:56:00,111,3,5,3,353,Loyal Customers
15939,16,9060.39,2011-09-11 11:30:00,89,3,5,5,355,Loyal Customers
15940,1,35.8,2011-02-01 16:18:00,310,2,1,1,211,Others
15941,1,405.0,2010-03-12 14:45:00,636,1,1,2,112,Others
15942,1,337.44,2011-07-29 09:01:00,133,3,1,2,312,Others
15943,2,271.28999999999996,2010-02-28 12:49:00,649,1,2,1,121,Others
15944,4,2164.24,2011-03-08 10:33:00,276,2,3,4,234,At Risk
15945,4,646.27,2010-12-09 13:14:00,364,2,4,3,243,Others
15946,3,2304.18,2010-07-25 12:18:00,502,1,3,4,134,At Risk
15947,1,1708.24,2011-09-18 10:46:00,82,3,1,4,314,Others
15948,3,1509.0900000000001,2011-12-01 15:32:00,7,5,3,4,534,Loyal Customers
15949,2,364.72,2011-11-23 09:09:00,16,5,2,2,522,Potential Loyalists
15950,10,7120.91,2011-11-08 11:09:00,31,4,5,5,455,Champions
15951,3,1013.17,2011-12-01 08:34:00,8,5,3,3,533,Loyal Customers
15952,4,781.91,2011-11-06 11:18:00,33,4,4,3,443,Loyal Customers
15953,18,3440.3399999999997,2011-11-24 15:32:00,14,5,5,5,555,Champions
15954,1,190.75,2010-04-29 13:35:00,588,1,1,1,111,Others
15955,22,8085.9800000000005,2011-11-15 14:15:00,23,4,5,5,455,Champions
15956,2,617.6,2010-06-06 13:06:00,550,1,2,3,123,Others
15957,3,921.25,2011-11-08 12:14:00,31,4,3,3,433,Loyal Customers
15958,4,462.12,2011-09-26 13:41:00,73,3,4,2,342,Others
15959,3,542.89,2010-01-26 16:38:00,681,1,3,2,132,Others
15960,4,410.95,2010-11-30 15:57:00,373,2,4,2,242,Others
15961,1,451.28999999999996,2010-11-25 15:59:00,378,2,1,2,212,Others
15962,1,289.48,2010-09-16 13:48:00,448,1,1,2,112,Others
15963,2,470.76,2011-11-20 11:33:00,19,4,2,2,422,Potential Loyalists
15964,1,269.21000000000004,2010-02-14 15:30:00,662,1,1,1,111,Others
15965,13,2771.94,2011-11-22 16:44:00,16,5,5,4,554,Champions
15966,1,426.53000000000003,2010-09-15 10:44:00,450,1,1,2,112,Others
15967,12,2966.0,2011-11-16 15:41:00,22,4,5,5,455,Champions
15968,1,404.55,2010-11-16 13:04:00,387,2,1,2,212,Others
15969,5,1127.05,2011-12-07 11:06:00,2,5,4,3,543,Loyal Customers
15970,2,1017.32,2011-02-09 12:08:00,303,2,2,3,223,Others
15971,18,5902.83,2011-11-22 12:50:00,17,5,5,5,555,Champions
15972,5,1769.33,2010-09-09 13:20:00,455,1,4,4,144,At Risk
15973,3,680.62,2010-12-08 11:42:00,366,2,3,3,233,Others
15974,7,3442.15,2011-10-31 13:13:00,38,4,4,5,445,Champions
15975,1,371.01,2011-09-16 13:33:00,83,3,1,2,312,Others
15976,6,1694.41,2011-06-27 13:00:00,164,3,4,4,344,Loyal Customers
15977,2,1054.73,2011-11-22 13:29:00,16,5,2,3,523,Potential Loyalists
15978,3,3279.42,2011-09-23 15:21:00,76,3,3,5,335,Loyal Customers
15979,1,329.22,2010-04-16 11:35:00,602,1,1,2,112,Others
15980,7,6543.68,2011-09-12 09:41:00,88,3,4,5,345,Loyal Customers
15981,21,9362.77,2011-11-15 08:00:00,24,4,5,5,455,Champions
15982,1,324.51,2010-04-13 15:47:00,604,1,1,2,112,Others
15983,8,3110.37,2011-11-17 17:34:00,21,4,4,5,445,Champions
15984,30,8393.02,2011-12-07 12:16:00,2,5,5,5,555,Champions
15985,7,2715.28,2011-08-08 16:31:00,122,3,4,4,344,Loyal Customers
15986,2,354.42,2011-11-09 15:17:00,29,4,2,2,422,Potential Loyalists
15987,8,1535.99,2011-11-27 15:38:00,11,5,4,4,544,Champions
15988,3,738.89,2011-11-20 13:23:00,18,5,3,3,533,Loyal Customers
15989,2,368.31,2010-11-29 12:03:00,375,2,2,2,222,Others
15990,7,1997.75,2011-10-26 15:58:00,43,4,4,4,444,Champions
15991,1,150.55,2010-06-23 15:50:00,533,1,1,1,111,Others
15992,3,896.6,2011-12-06 11:00:00,3,5,3,3,533,Loyal Customers
15993,7,2777.67,2011-12-01 10:45:00,8,5,4,4,544,Champions
15994,3,1175.68,2011-10-16 12:28:00,54,4,3,3,433,Loyal Customers
15995,1,694.54,2010-10-21 13:57:00,413,1,1,3,113,Others
15996,7,1386.4,2011-09-12 15:14:00,87,3,4,4,344,Loyal Customers
15998,16,8274.14,2011-11-03 12:45:00,36,4,5,5,455,Champions
15999,1,20.4,2009-12-04 12:31:00,735,1,1,1,111,Others
16000,3,12393.7,2011-12-07 12:17:00,2,5,3,5,535,Loyal Customers
16001,1,583.39,2010-11-23 17:10:00,380,2,1,2,212,Others
16002,1,169.21,2010-03-24 13:08:00,624,1,1,1,111,Others
16003,10,5613.83,2011-11-10 09:57:00,29,4,5,5,455,Champions
16004,5,2146.39,2010-08-22 11:48:00,474,1,4,4,144,At Risk
16005,10,2365.4900000000002,2011-11-27 13:47:00,11,5,5,4,554,Champions
16006,2,332.82,2011-05-12 13:12:00,210,2,2,2,222,Others
16007,7,3053.06,2011-10-23 11:05:00,47,4,4,5,445,Champions
16008,15,5339.13,2011-11-16 10:32:00,23,4,5,5,455,Champions
16009,4,972.11,2011-11-17 16:51:00,21,4,4,3,443,Loyal Customers
16010,11,1694.86,2011-04-08 10:14:00,245,2,5,4,254,At Risk
16011,29,5601.01,2011-12-01 16:31:00,7,5,5,5,555,Champions
16012,5,2978.59,2011-11-04 13:25:00,34,4,4,5,445,Champions
16013,84,56078.44,2011-12-06 10:36:00,3,5,5,5,555,Champions
16014,5,1100.28,2011-11-02 12:04:00,37,4,4,3,443,Loyal Customers
16015,3,704.55,2011-12-06 10:58:00,3,5,3,3,533,Loyal Customers
16016,11,2083.4,2011-12-06 14:35:00,2,5,5,4,554,Champions
16017,5,1545.58,2011-10-23 12:56:00,46,4,4,4,444,Champions
16018,4,698.13,2011-10-31 14:13:00,38,4,4,3,443,Loyal Customers
16019,27,17329.16,2011-10-24 11:51:00,46,4,5,5,455,Champions
16020,3,851.01,2011-11-23 11:18:00,16,5,3,3,533,Loyal Customers
16021,2,487.03,2010-11-09 14:48:00,394,2,2,2,222,Others
16022,1,602.63,2011-03-24 13:16:00,259,2,1,2,212,Others
16023,3,719.81,2011-10-24 16:34:00,45,4,3,3,433,Loyal Customers
16024,3,483.99,2011-11-27 13:26:00,11,5,3,2,532,Others
16025,1,439.65999999999997,2011-11-10 11:45:00,29,4,1,2,412,Potential Loyalists
16026,1,236.09,2011-10-27 13:53:00,42,4,1,1,411,Potential Loyalists
16027,15,2048.36,2011-09-09 10:47:00,91,3,5,4,354,Loyal Customers
16028,1,82.2,2010-04-23 11:45:00,595,1,1,1,111,Others
16029,107,117763.62,2011-11-01 10:27:00,38,4,5,5,455,Champions
16030,1,331.24,2011-02-03 11:28:00,309,2,1,2,212,Others
16031,2,547.9,2011-09-08 13:07:00,91,3,2,2,322,Others
16032,6,1965.72,2010-09-09 18:00:00,455,1,4,4,144,At Risk
16033,27,10608.81,2011-12-04 12:44:00,5,5,5,5,555,Champions
16034,6,911.3199999999999,2011-05-27 16:17:00,195,2,4,3,243,Others
16035,1,217.73,2010-05-28 15:09:00,559,1,1,1,111,Others
16036,4,2556.84,2011-09-13 14:53:00,86,3,4,4,344,Loyal Customers
16037,5,1509.34,2011-03-15 09:13:00,269,2,4,4,244,At Risk
16038,3,471.78000000000003,2011-12-02 12:40:00,7,5,3,2,532,Others
16039,2,456.4,2010-10-12 10:44:00,423,1,2,2,122,Others
16040,7,2416.9,2011-10-05 13:47:00,64,3,4,4,344,Loyal Customers
16041,3,3166.4,2011-11-09 12:25:00,30,4,3,5,435,Loyal Customers
16042,8,2245.32,2011-11-17 17:50:00,21,4,4,4,444,Champions
16043,8,1856.5900000000001,2011-11-02 12:50:00,37,4,4,4,444,Champions
16044,1,340.84000000000003,2010-09-30 18:12:00,434,1,1,2,112,Others
16045,8,3434.9300000000003,2011-08-12 12:41:00,119,3,4,5,345,Loyal Customers
16046,1,235.78,2010-05-26 13:18:00,561,1,1,1,111,Others
16047,1,107.14,2010-01-26 16:34:00,681,1,1,1,111,Others
16048,4,818.7900000000001,2010-12-01 15:28:00,372,2,4,3,243,Others
16049,6,1852.15,2011-10-30 13:19:00,39,4,4,4,444,Champions
16050,3,300.7,2011-06-19 11:44:00,173,3,3,2,332,Others
16051,1,188.44,2010-01-27 09:38:00,681,1,1,1,111,Others
16052,1,362.06,2011-10-16 15:13:00,53,4,1,2,412,Potential Loyalists
16053,6,3634.84,2011-11-07 11:21:00,32,4,4,5,445,Champions
16054,4,2111.88,2011-07-17 13:08:00,144,3,4,4,344,Loyal Customers
16055,1,134.8,2011-05-03 09:26:00,220,2,1,1,211,Others
16056,1,650.75,2011-10-25 15:19:00,44,4,1,3,413,Potential Loyalists
16057,10,3854.85,2011-11-23 15:23:00,15,5,5,5,555,Champions
16058,1,62.7,2010-10-29 16:48:00,405,2,1,1,211,Others
16059,12,3053.57,2011-10-05 09:56:00,65,3,5,5,355,Loyal Customers
16060,3,541.95,2010-11-04 12:10:00,400,2,3,2,232,Others
16061,1,89.65,2010-10-04 15:29:00,430,1,1,1,111,Others
16062,8,2863.45,2011-11-30 12:15:00,9,5,5,4,554,Champions
16063,1,335.32,2011-03-24 14:56:00,259,2,1,2,212,Others
16064,1,109.31,2009-12-14 16:11:00,724,1,1,1,111,Others
16065,8,1992.13,2010-12-09 13:03:00,364,2,5,4,254,At Risk
16066,5,1521.04,2011-11-23 11:54:00,16,5,4,4,544,Champions
16067,3,3269.11,2010-05-26 12:33:00,562,1,3,5,135,At Risk
16068,1,115.73,2010-04-25 11:52:00,593,1,1,1,111,Others
16069,1,457.7,2010-10-18 10:32:00,417,1,1,2,112,Others
16070,2,852.15,2011-11-17 15:50:00,21,4,2,3,423,Potential Loyalists
16071,4,1076.8,2011-10-26 11:14:00,44,4,4,3,443,Loyal Customers
16072,4,4180.09,2011-02-24 14:32:00,287,2,4,5,245,At Risk
16073,1,122.39999999999999,2011-02-15 15:41:00,296,2,1,1,211,Others
16074,1,252.5,2010-11-14 13:19:00,389,2,1,1,211,Others
16075,2,736.9300000000001,2010-07-25 11:31:00,502,1,2,3,123,Others
16076,10,2234.73,2011-12-06 14:59:00,2,5,5,4,554,Champions
16077,1,2300.4,2010-03-24 10:42:00,625,1,1,4,114,At Risk
16078,2,362.99,2011-03-01 09:47:00,283,2,2,2,222,Others
16079,3,1352.0,2011-11-23 12:48:00,16,5,3,4,534,Loyal Customers
16080,4,602.5600000000001,2011-09-19 10:42:00,81,3,4,2,342,Others
16081,8,4278.96,2011-10-14 13:06:00,55,4,5,5,455,Champions
16082,1,106.75,2010-02-07 15:16:00,669,1,1,1,111,Others
16083,4,2351.42,2011-08-31 10:47:00,100,3,4,4,344,Loyal Customers
16084,1,436.18,2011-02-13 16:05:00,298,2,1,2,212,Others
16085,12,2341.03,2011-11-16 13:24:00,22,4,5,4,454,Champions
16086,10,2687.73,2011-10-11 13:09:00,58,4,5,4,454,Champions
16087,5,1739.92,2010-11-15 16:44:00,388,2,4,4,244,At Risk
16088,2,1437.43,2010-05-13 10:16:00,575,1,2,4,124,At Risk
16089,2,263.49,2010-11-18 13:51:00,385,2,2,1,221,Others
16090,1,180.56,2010-03-25 13:05:00,623,1,1,1,111,Others
16091,2,315.06,2011-07-08 08:45:00,154,3,2,2,322,Others
16092,6,1587.94,2011-08-17 10:46:00,114,3,4,4,344,Loyal Customers
16093,1,17.0,2011-08-25 11:09:00,106,3,1,1,311,Others
16094,11,3695.56,2011-11-28 12:45:00,11,5,5,5,555,Champions
16095,1,447.05,2010-09-09 16:54:00,455,1,1,2,112,Others
