Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
C523980,22364,GLASS JAR DIGESTIVE BISCUITS,-4,2010-09-26 14:02:00,2.95,12782.0,Portugal,-11.8
C523983,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-4,2010-09-26 14:04:00,1.25,16053.0,United Kingdom,-5.0
C523983,21843,RED RETROSPOT CAKE STAND,-1,2010-09-26 14:04:00,10.95,16053.0,United Kingdom,-10.95
C523987,D,Discount,-250,2010-09-26 14:12:00,0.1,12931.0,United Kingdom,-25.0
C523987,D,Discount,-156,2010-09-26 14:12:00,0.19,12931.0,United Kingdom,-29.64
C523987,D,Discount,-128,2010-09-26 14:12:00,0.42,12931.0,United Kingdom,-53.76
C523987,M,Manual,-100,2010-09-26 14:12:00,0.41,12931.0,United Kingdom,-41.0
C523988,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-1,2010-09-26 14:14:00,34.95,15101.0,United Kingdom,-34.95
C523991,22423,REGENCY CAKESTAND 3 TIER,-6,2010-09-26 14:26:00,10.95,13089.0,United Kingdom,-65.69999999999999
C524005,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2010-09-26 16:07:00,4.95,14611.0,United Kingdom,-4.95
C524058,M,Manual,-1,2010-09-27 11:30:00,208.63,13290.0,United Kingdom,-208.63
C524114,22618,COOKING SET RETROSPOT,-2,2010-09-27 13:41:00,9.95,16531.0,United Kingdom,-19.9
C524114,22617,BAKING SET SPACEBOY DESIGN,-3,2010-09-27 13:41:00,4.95,16531.0,United Kingdom,-14.850000000000001
C524123,85232D,SET/3 DECOUPAGE STACKING TINS,-1,2010-09-27 14:15:00,4.95,12474.0,Germany,-4.95
C524124,BANK CHARGES,Bank Charges,-1,2010-09-27 14:19:00,15.0,16879.0,United Kingdom,-15.0
524151,35600D,damages,-36,2010-09-27 15:42:00,0.0,,United Kingdom,-0.0
C524154,22487,WHITE WOOD GARDEN PLANT LADDER,-8,2010-09-27 15:58:00,8.5,14911.0,EIRE,-68.0
C524154,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,-120,2010-09-27 15:58:00,1.45,14911.0,EIRE,-174.0
C524154,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-192,2010-09-27 15:58:00,0.64,14911.0,EIRE,-122.88
C524154,22952,60 CAKE CASES VINTAGE CHRISTMAS,-240,2010-09-27 15:58:00,0.42,14911.0,EIRE,-100.8
C524154,22950,36 DOILIES VINTAGE CHRISTMAS,-288,2010-09-27 15:58:00,1.25,14911.0,EIRE,-360.0
C524154,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-80,2010-09-27 15:58:00,2.55,14911.0,EIRE,-204.0
C524154,21790,VINTAGE SNAP CARDS,-72,2010-09-27 15:58:00,0.72,14911.0,EIRE,-51.839999999999996
C524154,21889,WOODEN BOX OF DOMINOES,-72,2010-09-27 15:58:00,1.25,14911.0,EIRE,-90.0
C524154,22561,WOODEN SCHOOL COLOURING SET,-72,2010-09-27 15:58:00,1.45,14911.0,EIRE,-104.39999999999999
C524154,22489,PACK OF 12 TRADITIONAL CRAYONS,-144,2010-09-27 15:58:00,0.36,14911.0,EIRE,-51.839999999999996
C524154,22560,TRADITIONAL MODELLING CLAY,-144,2010-09-27 15:58:00,1.06,14911.0,EIRE,-152.64000000000001
C524154,22491,PACK OF 12 COLOURED PENCILS,-144,2010-09-27 15:58:00,0.72,14911.0,EIRE,-103.67999999999999
C524154,22606,WOODEN SKITTLES GARDEN SET,-12,2010-09-27 15:58:00,12.75,14911.0,EIRE,-153.0
C524154,22623,BOX OF VINTAGE JIGSAW BLOCKS ,-60,2010-09-27 15:58:00,4.25,14911.0,EIRE,-255.0
C524154,22622,BOX OF VINTAGE ALPHABET BLOCKS,-48,2010-09-27 15:58:00,8.5,14911.0,EIRE,-408.0
C524154,21912,VINTAGE SNAKES & LADDERS,-72,2010-09-27 15:58:00,3.75,14911.0,EIRE,-270.0
C524154,21888,BINGO SET,-72,2010-09-27 15:58:00,3.75,14911.0,EIRE,-270.0
C524154,22550,HOLIDAY FUN LUDO,-72,2010-09-27 15:58:00,3.75,14911.0,EIRE,-270.0
C524154,22698,PINK REGENCY TEACUP AND SAUCER,-24,2010-09-27 15:58:00,2.55,14911.0,EIRE,-61.199999999999996
C524154,22699,ROSES REGENCY TEACUP AND SAUCER ,-24,2010-09-27 15:58:00,2.55,14911.0,EIRE,-61.199999999999996
C524154,22423,REGENCY CAKESTAND 3 TIER,-36,2010-09-27 15:58:00,10.95,14911.0,EIRE,-394.2
C524157,M,Manual,-1,2010-09-27 16:03:00,445.05,,United Kingdom,-445.05
C524158,22424,ENAMEL BREAD BIN CREAM,-8,2010-09-27 16:05:00,10.95,14911.0,EIRE,-87.6
C524158,22138,BAKING SET 9 PIECE RETROSPOT ,-24,2010-09-27 16:05:00,4.25,14911.0,EIRE,-102.0
C524158,22744,MAKE YOUR OWN MONSOON CARD KIT,-48,2010-09-27 16:05:00,2.55,14911.0,EIRE,-122.39999999999999
C524158,21718,RED METAL BEACH SPADE ,-48,2010-09-27 16:05:00,1.25,14911.0,EIRE,-60.0
C524158,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,-32,2010-09-27 16:05:00,2.1,14911.0,EIRE,-67.2
C524158,22430,ENAMEL WATERING CAN CREAM,-16,2010-09-27 16:05:00,4.25,14911.0,EIRE,-68.0
C524158,22425,ENAMEL COLANDER CREAM,-16,2010-09-27 16:05:00,4.25,14911.0,EIRE,-68.0
C524158,22426,ENAMEL WASH BOWL CREAM,-16,2010-09-27 16:05:00,2.95,14911.0,EIRE,-47.2
C524158,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-192,2010-09-27 16:05:00,0.64,14911.0,EIRE,-122.88
C524158,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-144,2010-09-27 16:05:00,1.06,14911.0,EIRE,-152.64000000000001
C524158,22666,RECIPE BOX PANTRY YELLOW DESIGN,-48,2010-09-27 16:05:00,2.55,14911.0,EIRE,-122.39999999999999
C524158,22274,FELTCRAFT DOLL EMILY,-48,2010-09-27 16:05:00,2.55,14911.0,EIRE,-122.39999999999999
C524158,22570,FELTCRAFT CUSHION RABBIT,-32,2010-09-27 16:05:00,3.39,14911.0,EIRE,-108.48
C524161,M,Manual,-1,2010-09-27 16:16:00,10468.8,,United Kingdom,-10468.8
C524165,M,Manual,-1,2010-09-27 16:21:00,2769.9,,United Kingdom,-2769.9
C524166,85144,JARDIN ETCHED GLASS BUTTER DISH,-1,2010-09-27 16:22:00,7.25,13980.0,United Kingdom,-7.25
C524168,22818,CARD CHRISTMAS VILLAGE,-36,2010-09-27 16:24:00,0.42,17524.0,United Kingdom,-15.12
C524168,22816,CARD MOTORBIKE SANTA,-36,2010-09-27 16:24:00,0.42,17524.0,United Kingdom,-15.12
C524169,M,Manual,-1,2010-09-27 16:25:00,359.71,,United Kingdom,-359.71
C524173,M,Manual,-1,2010-09-27 16:30:00,208.63,,United Kingdom,-208.63
C524177,M,Manual,-1,2010-09-27 16:36:00,1343.44,,United Kingdom,-1343.44
C524178,M,Manual,-1,2010-09-27 16:37:00,159.54,,United Kingdom,-159.54
C524235,16047,POP ART PEN CASE & PENS,-5184,2010-09-28 11:02:00,0.08,14277.0,France,-414.72
C524235,21280,VINTAGE KITCHEN PRINT VEGETABLES,-1248,2010-09-28 11:02:00,0.25,14277.0,France,-312.0
C524235,21281,VINTAGE KITCHEN PRINT SEAFOOD,-1536,2010-09-28 11:02:00,0.25,14277.0,France,-384.0
C524235,21336,GOLD WASHBAG,-864,2010-09-28 11:02:00,0.13,14277.0,France,-112.32000000000001
C524235,21392,RED POLKADOT PUDDING BOWL,-3648,2010-09-28 11:02:00,0.13,14277.0,France,-474.24
C524235,21393,BLUE POLKADOT PUDDING BOWL,-2496,2010-09-28 11:02:00,0.13,14277.0,France,-324.48
C524235,37340,MULTICOLOUR SPRING FLOWER MUG,-4992,2010-09-28 11:02:00,0.1,14277.0,France,-499.20000000000005
C524235,37423,WHITE WITH BLACK CATS PLATE,-2952,2010-09-28 11:02:00,0.1,14277.0,France,-295.2
C524235,37424,WHITE WITH BLACK CATS MUG,-2112,2010-09-28 11:02:00,0.13,14277.0,France,-274.56
C524235,37444A,YELLOW BREAKFAST CUP AND SAUCER,-1308,2010-09-28 11:02:00,0.13,14277.0,France,-170.04
C524235,37444B,BLUE BREAKFAST CUP AND SAUCER ,-984,2010-09-28 11:02:00,0.13,14277.0,France,-127.92
C524235,37444C,PINK BREAKFAST CUP AND SAUCER ,-768,2010-09-28 11:02:00,0.13,14277.0,France,-99.84
C524235,37471,MULTICOLOUR POLKADOT PLATE,-684,2010-09-28 11:02:00,0.1,14277.0,France,-68.4
C524235,84493,BLUE/PINK NEST STRIPE BOX,-567,2010-09-28 11:02:00,0.08,14277.0,France,-45.36
C524235,84842,HELLO SAILOR BATHROOM SET,-720,2010-09-28 11:02:00,0.33,14277.0,France,-237.60000000000002
C524235,84847,FLORAL BATHROOM SET,-1116,2010-09-28 11:02:00,0.33,14277.0,France,-368.28000000000003
C524235,84925D,LA PALMIERA WALL THERMOMETER,-372,2010-09-28 11:02:00,0.25,14277.0,France,-93.0
C524235,84924F,PSYCHEDELIC METAL SIGN CALENDAR,-480,2010-09-28 11:02:00,0.25,14277.0,France,-120.0
C524235,84927A,WAKE UP COCKEREL TILE HOOK,-72,2010-09-28 11:02:00,0.08,14277.0,France,-5.76
C524235,84927D,LA PALMIERA TILE HOOK,-432,2010-09-28 11:02:00,0.08,14277.0,France,-34.56
C524235,84927E,FLOWERS TILE HOOK,-192,2010-09-28 11:02:00,0.08,14277.0,France,-15.36
C524235,85006,SET 4 NURSERY DES ROUND BOXES,-1440,2010-09-28 11:02:00,0.31,14277.0,France,-446.4
C524235,85109,PINK BOUDOIR T-LIGHT HOLDER,-1872,2010-09-28 11:02:00,0.07,14277.0,France,-131.04000000000002
C524235,85110,BLACK SILVER FLOWER T-LIGHT HOLDER,-4752,2010-09-28 11:02:00,0.07,14277.0,France,-332.64000000000004
C524235,85160A,WHITE BIRD GARDEN DESIGN MUG,-4320,2010-09-28 11:02:00,0.13,14277.0,France,-561.6
C524235,10123C,HEARTS WRAPPING TAPE ,-144,2010-09-28 11:02:00,0.06,14277.0,France,-8.64
C524235,10123G,ARMY CAMO WRAPPING TAPE,-1104,2010-09-28 11:02:00,0.06,14277.0,France,-66.24
C524235,16043,POP ART PUSH DOWN RUBBER ,-960,2010-09-28 11:02:00,0.06,14277.0,France,-57.599999999999994
C524235,16046,TEATIME PEN CASE & PENS,-4608,2010-09-28 11:02:00,0.08,14277.0,France,-368.64
C524235,16053,POPART COL BALLPOINT PEN ASST,-2000,2010-09-28 11:02:00,0.03,14277.0,France,-60.0
C524235,16162L,THE KING GIFT BAG,-3744,2010-09-28 11:02:00,0.05,14277.0,France,-187.20000000000002
C524235,16202A,PASTEL PINK PHOTO ALBUM ,-300,2010-09-28 11:02:00,0.17,14277.0,France,-51.00000000000001
C524235,16202B,PASTEL BLUE PHOTO ALBUM ,-444,2010-09-28 11:02:00,0.17,14277.0,France,-75.48
C524235,20661,BLUE POLKADOT PURSE ,-300,2010-09-28 11:02:00,0.17,14277.0,France,-51.00000000000001
C524235,20662,FIRST CLASS HOLIDAY PURSE ,-300,2010-09-28 11:02:00,0.17,14277.0,France,-51.00000000000001
C524235,20663,QUEEN OF THE SKIES HOLIDAY PURSE ,-500,2010-09-28 11:02:00,0.17,14277.0,France,-85.0
C524235,20666,ECONOMY HOLIDAY PURSE,-400,2010-09-28 11:02:00,0.17,14277.0,France,-68.0
C524235,20670,VIP HOLIDAY PURSE,-300,2010-09-28 11:02:00,0.17,14277.0,France,-51.00000000000001
C524235,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,-3072,2010-09-28 11:02:00,0.17,14277.0,France,-522.24
C524235,21088,SET/6 FRUIT SALAD PAPER CUPS,-7128,2010-09-28 11:02:00,0.08,14277.0,France,-570.24
C524235,21096,SET/6 FRUIT SALAD  PAPER PLATES,-7008,2010-09-28 11:02:00,0.13,14277.0,France,-911.0400000000001
C524235,21278,VINTAGE KITCHEN PRINT PUDDINGS,-1200,2010-09-28 11:02:00,0.25,14277.0,France,-300.0
C524235,21279,VINTAGE KITCHEN PRINT FRUITS,-1632,2010-09-28 11:02:00,0.25,14277.0,France,-408.0
C524235,85160B,BLACK BIRD GARDEN DESIGN MUG,-2976,2010-09-28 11:02:00,0.13,14277.0,France,-386.88
C524235,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,-3936,2010-09-28 11:02:00,0.42,14277.0,France,-1653.12
C524265,21642,ASSORTED TUTTI FRUTTI PEN,-9,2010-09-28 11:38:00,0.85,13317.0,United Kingdom,-7.6499999999999995
C524275,21642,ASSORTED TUTTI FRUTTI PEN,-9,2010-09-28 11:54:00,0.85,16919.0,United Kingdom,-7.6499999999999995
C524282,21843,RED RETROSPOT CAKE STAND,-1,2010-09-28 12:18:00,9.95,15311.0,United Kingdom,-9.95
C524282,85063,CREAM SWEETHEART MAGAZINE RACK,-1,2010-09-28 12:18:00,14.95,15311.0,United Kingdom,-14.95
C524282,85099B,JUMBO BAG RED RETROSPOT,-1,2010-09-28 12:18:00,1.95,15311.0,United Kingdom,-1.95
524297,22612,,-3,2010-09-28 13:12:00,0.0,,United Kingdom,-0.0
C524309,47594B,SCOTTIES DESIGN WASHBAG,-6,2010-09-28 14:05:00,1.95,17696.0,United Kingdom,-11.7
C524309,21336,GOLD WASHBAG,-1,2010-09-28 14:05:00,2.95,17696.0,United Kingdom,-2.95
C524309,20665,RED RETROSPOT PURSE ,-1,2010-09-28 14:05:00,2.95,17696.0,United Kingdom,-2.95
C524309,85049C,ROMANTIC PINKS RIBBONS ,-1,2010-09-28 14:05:00,1.25,17696.0,United Kingdom,-1.25
C524309,22461,SAVOY ART DECO CLOCK,-1,2010-09-28 14:05:00,12.75,17696.0,United Kingdom,-12.75
C524325,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2010-09-28 14:44:00,5.95,17696.0,United Kingdom,-5.95
C524331,22379,RECYCLING BAG RETROSPOT ,-1,2010-09-28 15:24:00,2.1,14825.0,United Kingdom,-2.1
C524343,22138,BAKING SET 9 PIECE RETROSPOT ,-2,2010-09-28 16:09:00,4.95,13107.0,United Kingdom,-9.9
C524344,21217,RED RETROSPOT ROUND CAKE TINS,-2,2010-09-28 16:11:00,9.95,13729.0,United Kingdom,-19.9
C524344,22358,KINGS CHOICE TEA CADDY ,-2,2010-09-28 16:11:00,2.95,13729.0,United Kingdom,-5.9
C524344,22467,GUMBALL COAT RACK,-2,2010-09-28 16:11:00,2.55,13729.0,United Kingdom,-5.1
C524344,21232,STRAWBERRY CERAMIC TRINKET BOX,-6,2010-09-28 16:11:00,1.25,13729.0,United Kingdom,-7.5
C524347,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2010-09-28 16:15:00,2.75,17675.0,United Kingdom,-5.5
C524350,21933,PINK VINTAGE PAISLEY PICNIC BAG,-1,2010-09-28 16:19:00,2.95,14825.0,United Kingdom,-2.95
C524352,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,2010-09-28 16:45:00,8.5,15694.0,United Kingdom,-17.0
C524352,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,2010-09-28 16:45:00,9.95,15694.0,United Kingdom,-19.9
C524352,22423,REGENCY CAKESTAND 3 TIER,-2,2010-09-28 16:45:00,12.75,15694.0,United Kingdom,-25.5
C524356,79191C,RETRO PLASTIC ELEPHANT TRAY,-24,2010-09-28 16:57:00,0.85,12481.0,Germany,-20.4
C524359,22383,LUNCH BAG SUKI  DESIGN ,-2,2010-09-28 17:05:00,1.65,17063.0,United Kingdom,-3.3
C524360,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-1,2010-09-28 17:06:00,2.55,17063.0,United Kingdom,-2.55
C524361,22423,REGENCY CAKESTAND 3 TIER,-2,2010-09-28 17:07:00,10.95,13552.0,United Kingdom,-21.9
C524362,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-1,2010-09-28 17:10:00,1.65,18075.0,United Kingdom,-1.65
C524362,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2010-09-28 17:10:00,4.95,18075.0,United Kingdom,-4.95
C524364,22198,LARGE POPCORN HOLDER ,-1,2010-09-28 17:11:00,1.65,13983.0,United Kingdom,-1.65
C524364,22197,SMALL POPCORN HOLDER,-3,2010-09-28 17:11:00,0.85,13983.0,United Kingdom,-2.55
C524367,21871,SAVE THE PLANET MUG,-6,2010-09-28 17:16:00,1.25,15240.0,United Kingdom,-7.5
C524371,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,2010-09-28 17:30:00,2.95,15329.0,United Kingdom,-5.9
C524371,22423,REGENCY CAKESTAND 3 TIER,-1,2010-09-28 17:30:00,12.75,15329.0,United Kingdom,-12.75
C524371,22364,GLASS JAR DIGESTIVE BISCUITS,-1,2010-09-28 17:30:00,2.95,15329.0,United Kingdom,-2.95
C524372,22138,BAKING SET 9 PIECE RETROSPOT ,-6,2010-09-28 17:32:00,4.95,15681.0,United Kingdom,-29.700000000000003
C524373,21485,RETROSPOT HEART HOT WATER BOTTLE,-2,2010-09-28 17:33:00,4.95,16133.0,United Kingdom,-9.9
C524374,22468,BABUSHKA LIGHTS STRING OF 10,-48,2010-09-28 17:37:00,5.95,13881.0,United Kingdom,-285.6
C524376,21830,ASSORTED CREEPY CRAWLIES,-48,2010-09-28 17:40:00,0.42,13799.0,United Kingdom,-20.16
C524378,22361,GLASS JAR DAISY FRESH COTTON WOOL,-2,2010-09-28 17:44:00,2.95,14107.0,United Kingdom,-5.9
C524378,22359,GLASS JAR KINGS CHOICE,-1,2010-09-28 17:44:00,2.95,14107.0,United Kingdom,-2.95
C524381,20719,WOODLAND CHARLOTTE BAG,-1,2010-09-28 17:47:00,0.85,12408.0,Belgium,-0.85
C524382,22423,REGENCY CAKESTAND 3 TIER,-1,2010-09-28 17:49:00,12.75,15628.0,United Kingdom,-12.75
C524383,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-1,2010-09-28 17:52:00,1.95,16341.0,United Kingdom,-1.95
C524383,85099B,JUMBO BAG RED RETROSPOT,-1,2010-09-28 17:52:00,1.95,16341.0,United Kingdom,-1.95
C524383,85061W,WHITE JEWELLED HEART DECORATION,-1,2010-09-28 17:52:00,0.85,16341.0,United Kingdom,-0.85
C524383,22152,PLACE SETTING WHITE STAR,-3,2010-09-28 17:52:00,0.42,16341.0,United Kingdom,-1.26
C524385,22138,BAKING SET 9 PIECE RETROSPOT ,-2,2010-09-28 17:56:00,4.95,13635.0,United Kingdom,-9.9
C524385,21917,SET 12 KIDS  WHITE CHALK STICKS,-1,2010-09-28 17:56:00,0.42,13635.0,United Kingdom,-0.42
C524385,21918,SET 12 KIDS COLOUR  CHALK STICKS,-6,2010-09-28 17:56:00,0.42,13635.0,United Kingdom,-2.52
C524385,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,-4,2010-09-28 17:56:00,6.75,13635.0,United Kingdom,-27.0
C524386,22360,GLASS JAR ENGLISH CONFECTIONERY,-4,2010-09-28 17:58:00,2.95,17735.0,United Kingdom,-11.8
C524386,20983,12 PENCILS TALL TUBE RED RETROSPOT,-12,2010-09-28 17:58:00,0.85,17735.0,United Kingdom,-10.2
C524390,22752,SET 7 BABUSHKA NESTING BOXES,-1,2010-09-28 18:24:00,8.5,18009.0,United Kingdom,-8.5
C524391,22752,SET 7 BABUSHKA NESTING BOXES,-2,2010-09-28 18:25:00,8.5,12921.0,United Kingdom,-17.0
C524391,22274,FELTCRAFT DOLL EMILY,-1,2010-09-28 18:25:00,2.95,12921.0,United Kingdom,-2.95
C524392,20724,RED RETROSPOT CHARLOTTE BAG,-1,2010-09-28 18:29:00,0.72,13599.0,United Kingdom,-0.72
C524392,22377,BOTTLE BAG RETROSPOT ,-35,2010-09-28 18:29:00,1.85,13599.0,United Kingdom,-64.75
C524393,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,2010-09-28 18:32:00,1.65,12993.0,United Kingdom,-1.65
C524393,22561,WOODEN SCHOOL COLOURING SET,-1,2010-09-28 18:32:00,1.65,12993.0,United Kingdom,-1.65
C524393,22617,BAKING SET SPACEBOY DESIGN,-2,2010-09-28 18:32:00,4.95,12993.0,United Kingdom,-9.9
C524393,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-09-28 18:32:00,4.95,12993.0,United Kingdom,-14.850000000000001
C524395,21815,STAR  T-LIGHT HOLDER ,-1,2010-09-28 18:34:00,1.45,13701.0,United Kingdom,-1.45
C524394,21868,POTTING SHED TEA MUG,-5,2010-09-28 18:34:00,1.25,13015.0,United Kingdom,-6.25
C524396,21009,ETCHED GLASS STAR TREE DECORATION,-1,2010-09-28 18:35:00,1.25,17289.0,United Kingdom,-1.25
C524397,20961,STRAWBERRY BATH SPONGE ,-21,2010-09-28 18:36:00,1.25,,United Kingdom,-26.25
C524398,85141,JARDIN ETCHED GLASS FRUITBOWL,-1,2010-09-28 18:37:00,10.75,13980.0,United Kingdom,-10.75
C524399,85042,ANTIQUE LILY FAIRY LIGHTS,-1,2010-09-28 18:38:00,4.25,13317.0,United Kingdom,-4.25
C524400,22854,CREAM SWEETHEART EGG HOLDER,-1,2010-09-28 18:39:00,4.95,14837.0,United Kingdom,-4.95
C524401,21888,BINGO SET,-1,2010-09-28 18:40:00,3.75,16298.0,United Kingdom,-3.75
C524403,22654,DELUXE SEWING KIT ,-1,2010-09-28 18:43:00,5.95,13281.0,United Kingdom,-5.95
C524404,22549,PICTURE DOMINOES,-1,2010-09-28 18:46:00,1.45,13433.0,United Kingdom,-1.45
C524410,84849B,FAIRY SOAP SOAP HOLDER,-12,2010-09-29 09:50:00,1.69,14049.0,United Kingdom,-20.28
C524410,22561,WOODEN SCHOOL COLOURING SET,-1,2010-09-29 09:50:00,1.65,14049.0,United Kingdom,-1.65
C524410,85136A,YELLOW SHARK HELICOPTER,-1,2010-09-29 09:50:00,7.95,14049.0,United Kingdom,-7.95
C524410,85135A,YELLOW DRAGONFLY HELICOPTER,-1,2010-09-29 09:50:00,7.95,14049.0,United Kingdom,-7.95
C524410,85136C,RED SHARK HELICOPTER,-1,2010-09-29 09:50:00,7.95,14049.0,United Kingdom,-7.95
C524414,22197,SMALL POPCORN HOLDER,-3,2010-09-29 10:07:00,0.85,12681.0,France,-2.55
C524414,22303,COFFEE MUG APPLES DESIGN,-2,2010-09-29 10:07:00,2.55,12681.0,France,-5.1
C524492,22383,LUNCH BAG SUKI  DESIGN ,-1,2010-09-29 12:24:00,1.65,14451.0,United Kingdom,-1.65
C524492,47589,CONGRATULATIONS BUNTING,-2,2010-09-29 12:24:00,5.45,14451.0,United Kingdom,-10.9
C524514,20685,DOORMAT RED RETROSPOT,-12,2010-09-29 13:04:00,6.75,14049.0,United Kingdom,-81.0
C524527,22154,ANGEL DECORATION 3 BUTTONS ,-1,2010-09-29 13:18:00,0.42,14606.0,United Kingdom,-0.42
C524527,21669,BLUE STRIPE CERAMIC DRAWER KNOB,-1,2010-09-29 13:18:00,1.06,14606.0,United Kingdom,-1.06
C524527,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2010-09-29 13:18:00,2.95,14606.0,United Kingdom,-2.95
C524528,47589,CONGRATULATIONS BUNTING,-1,2010-09-29 13:20:00,5.45,13048.0,United Kingdom,-5.45
C524531,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-1,2010-09-29 13:29:00,1.65,17511.0,United Kingdom,-1.65
C524531,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-09-29 13:29:00,2.55,17511.0,United Kingdom,-2.55
C524531,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-09-29 13:29:00,1.06,17511.0,United Kingdom,-1.06
C524531,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2010-09-29 13:29:00,8.5,17511.0,United Kingdom,-8.5
C524535,22672,FRENCH BATHROOM SIGN BLUE METAL,-1,2010-09-29 13:38:00,1.65,15201.0,United Kingdom,-1.65
C524535,21154,RED RETROSPOT OVEN GLOVE ,-1,2010-09-29 13:38:00,1.25,15201.0,United Kingdom,-1.25
C524535,47590B,PINK HAPPY BIRTHDAY BUNTING,-1,2010-09-29 13:38:00,5.45,15201.0,United Kingdom,-5.45
C524541,M,Manual,-1,2010-09-29 13:50:00,483.15,14911.0,EIRE,-483.15
C524542,22301,COFFEE MUG CAT + BIRD DESIGN,-6,2010-09-29 13:52:00,2.55,14510.0,United Kingdom,-15.299999999999999
C524547,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-6,2010-09-29 14:00:00,3.75,18136.0,United Kingdom,-22.5
C524557,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2010-09-29 14:30:00,4.95,16658.0,United Kingdom,-4.95
C524560,79323W,WHITE CHERRY LIGHTS,-2,2010-09-29 14:39:00,6.75,14825.0,United Kingdom,-13.5
C524560,79323P,PINK CHERRY LIGHTS,-3,2010-09-29 14:39:00,6.75,14825.0,United Kingdom,-20.25
524570,84925D,incorrect credit,-372,2010-09-29 15:33:00,0.0,,United Kingdom,-0.0
C524575,D,Discount,-1,2010-09-29 16:02:00,28.52,13408.0,United Kingdom,-28.52
C524576,22618,COOKING SET RETROSPOT,-2,2010-09-29 16:05:00,9.95,12524.0,Germany,-19.9
C524576,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-09-29 16:05:00,4.95,12524.0,Germany,-14.850000000000001
C524593,M,Manual,-1,2010-09-29 16:25:00,237.85,14911.0,EIRE,-237.85
C524623,22476,EMPIRE UNION JACK TV DINNER TRAY,-2,2010-09-30 10:44:00,4.95,13729.0,United Kingdom,-9.9
C524625,84840,SWEETHEART CARRY-ALL BASKET,-1,2010-09-30 10:50:00,8.5,15107.0,United Kingdom,-8.5
C524625,22073,RED RETROSPOT STORAGE JAR,-1,2010-09-30 10:50:00,3.75,15107.0,United Kingdom,-3.75
524629,47589,,-28,2010-09-30 11:02:00,0.0,,United Kingdom,-0.0
524630,22323,,-20,2010-09-30 11:03:00,0.0,,United Kingdom,-0.0
524631,21625,?,-191,2010-09-30 11:03:00,0.0,,United Kingdom,-0.0
524632,21612,,-46,2010-09-30 11:21:00,0.0,,United Kingdom,-0.0
C524633,21528,DAIRY MAID TRADITIONAL TEAPOT ,-2,2010-09-30 11:23:00,6.95,17188.0,United Kingdom,-13.9
C524634,22752,SET 7 BABUSHKA NESTING BOXES,-2,2010-09-30 11:25:00,8.5,12921.0,United Kingdom,-17.0
C524635,22653,BUTTON BOX ,-4,2010-09-30 11:26:00,1.95,15358.0,United Kingdom,-7.8
C524635,22652,TRAVEL SEWING KIT,-1,2010-09-30 11:26:00,1.65,15358.0,United Kingdom,-1.65
C524636,21314,SMALL GLASS HEART TRINKET POT,-2,2010-09-30 11:27:00,2.1,14226.0,United Kingdom,-4.2
524639,21432,,-26,2010-09-30 11:29:00,0.0,,United Kingdom,-0.0
C524642,75049L,LARGE CIRCULAR MIRROR MOBILE,-31,2010-09-30 11:31:00,0.85,14195.0,United Kingdom,-26.349999999999998
C524689,22667,RECIPE BOX RETROSPOT ,-6,2010-09-30 11:45:00,2.95,12576.0,Poland,-17.700000000000003
C524695,21936,RED RETROSPOT PICNIC BAG,-1,2010-09-30 12:05:00,2.95,14543.0,United Kingdom,-2.95
C524695,20798,CLEAR MILKSHAKE GLASS,-4,2010-09-30 12:05:00,2.1,14543.0,United Kingdom,-8.4
C524695,21528,DAIRY MAID TRADITIONAL TEAPOT ,-3,2010-09-30 12:05:00,5.95,14543.0,United Kingdom,-17.85
